id,coordenada_longitud,coordenada_latitud,direccion,construccion_fecha,institucion_ruc
488,-96.760320,36.051819,"057 Davis Village
Zavalamouth, KY 17668",1995-06-11,20402240057
489,-166.958876,-15.851611,"219 Ramsey Points
West Margarettown, LA 67935",2010-08-13,52762358375
490,165.396349,35.436893,"199 Cody Parkways
East Stephanieton, VT 03090",2003-12-02,57206056471
491,-46.505722,-57.309008,"USCGC Snyder
FPO AA 35559",2021-07-04,37643803387
492,-112.105356,-64.975071,"06971 Donald Crest
West Anitaborough, FM 46481",2007-09-12,79447772748
493,175.855690,-86.259313,"44880 Frazier Motorway
Johnland, WY 38457",2015-07-24,26791947486
494,-168.459915,-16.3978915,"75005 Garcia Neck
Baileyhaven, KS 05321",2002-01-10,45732492387
495,140.179208,24.1106325,"Unit 8657 Box 3229
DPO AA 36477",2014-10-26,58103675745
496,73.998607,87.5649705,"575 Matthew Lane Suite 627
Colemanmouth, DE 96698",2022-05-18,48489778461
497,-136.766949,-84.215489,"7012 Santiago Haven
Garciahaven, OK 96829",2004-09-14,42386575483
498,122.579797,-34.893896,"300 Ortega Fork
South Jared, IA 69864",2010-02-28,24640006832
499,131.112456,42.4637505,"1692 Lori Well Apt. 933
South Eric, GA 58009",2008-07-04,81212897729
500,-178.341946,85.3462945,"8495 Neal Ridge Suite 201
New Theresaland, NE 32967",2015-04-02,58054503446
501,-55.822479,-62.904507,"674 Tammy Path Apt. 401
North Andrewbury, ND 29070",2002-11-29,53166902980
502,-36.410470,-26.327241,"7727 Bean Mall Suite 138
Lake Kevin, MT 15837",2021-08-30,98344622350
503,15.005540,29.0218205,"58158 Brooke Springs Apt. 334
Lake Susanport, CA 04068",2007-06-07,68190287182
504,32.566734,1.598515,"588 Shannon Club
Perezchester, IL 08177",2022-11-09,25425871105
505,165.001097,-49.096316,"24275 Don Light Suite 701
Lamberthaven, RI 77020",2021-07-07,13161008586
506,49.764258,67.1121975,"379 Lang Plains Apt. 603
Chrisfort, MN 24661",2017-11-22,30482217317
507,-161.695403,9.1377875,"4074 Raymond Courts
West Tashatown, PA 93049",2005-09-30,34611786042
508,109.412775,49.1161265,"PSC 8068, Box 2933
APO AP 76224",2009-06-09,90598109560
509,-80.266700,85.460728,"8252 Ortiz Canyon Suite 224
Jasminshire, OK 90525",1996-05-30,60146792489
510,28.278074,-35.913348,"3027 Robbins Crossroad
Michaelfurt, AS 89440",2007-08-14,21006201098
511,-151.009578,44.4970485,"42159 Nelson Neck
Port Davidmouth, TX 23093",2017-09-11,37643803387
512,-7.252213,7.4918025,"946 Diane Brooks Suite 284
West Matthewchester, ME 62188",2019-12-05,76306407253
513,-65.072069,-16.8387675,"56606 Higgins Mountains
South Benjaminmouth, SD 72630",2001-03-01,95302235984
514,-100.282040,57.461105,"0660 Turner Ports Suite 090
West Lisachester, MP 83693",2020-11-11,25112469171
515,-138.131351,27.213956,"890 Soto Overpass Suite 229
Port Kayla, NM 34596",2011-10-31,11187306916
516,-47.420281,18.822450,"9124 Gamble Roads Suite 731
Aaronville, KS 52220",2008-06-09,66379471703
517,112.599236,68.6452865,"2864 Morgan Grove Suite 255
North Brittany, WA 12477",2006-06-29,89519042540
518,-112.067183,50.6327795,"98487 Monica Centers
South Danielburgh, CA 73712",2018-05-07,48489778461
519,111.791493,63.209577,"548 Stephens Valleys Suite 751
South Samanthaview, AL 50844",2010-02-18,50435678156
520,-70.933981,-59.600160,"63465 Karen Park
East Matthewfurt, CA 22689",1994-11-13,47031544738
521,83.996689,66.969565,"1142 Rowe Ports
South Nathanfort, GA 01652",1995-12-09,26936266093
522,28.184055,59.6932765,"53837 Miller Lane Apt. 816
North Anaton, IA 15548",2020-05-06,98687976890
523,73.921510,12.933952,"USNV Duncan
FPO AA 13513",2008-12-26,99924152159
524,-175.869260,84.0304385,"47461 Kathryn Manor
Port Davidfort, AR 15033",2010-08-06,99434115577
525,-45.994101,41.7481695,"55330 Spears Station
West Martha, MD 31791",2019-11-04,85652387525
526,103.569465,1.2513265,"7826 Travis Causeway Suite 574
Sandersside, PA 81065",2018-09-24,13872215619
527,19.928904,28.9057995,"62591 Moore Track
South Williamland, UT 57756",2015-08-16,50318693173
528,-160.210383,24.3816785,"44958 Amber Spur Suite 973
North Hannah, SC 82754",2004-08-06,13315419541
529,-30.243908,13.390774,"575 Patrick Wells
Carolynhaven, UT 62790",2010-05-19,32788933106
530,120.809034,-68.269073,"6807 Watson Cliff
Cooperton, MH 54752",2000-12-26,63358446186
531,-70.877329,-0.154017,"75945 John Ford Suite 430
Cobbshire, WY 13237",2020-03-28,37644005788
532,65.940564,50.153015,"611 James Trace
New Geraldbury, NY 03075",2001-10-21,58175201172
533,-166.695644,36.2868805,"Unit 8515 Box 6308
DPO AA 11005",2001-04-10,72604137712
534,-162.245056,-70.4600675,"73585 Cummings Route Suite 533
West Brianville, VA 40482",1995-12-14,87286599232
535,122.948790,28.7037775,"38563 Tracy Roads Suite 461
Port Rebekah, NE 93375",2023-03-22,94045857422
536,37.235587,16.373431,"36203 Jennifer Unions
North Triciashire, TN 06317",2013-10-27,30544382374
537,-90.834671,-44.655346,"87494 Melissa Rue Suite 149
Madelinemouth, MO 22455",2015-11-23,65418218678
538,173.967050,79.863247,"1064 Gary Spur
Lake Davidfurt, NC 64256",1998-09-13,95076081601
539,143.535463,-10.0593185,"072 Glenn Station Suite 518
Lake Dannyview, MS 52582",2004-08-30,24933584313
540,16.292232,74.402197,"6409 Lee Shoals Apt. 255
Samanthaberg, NY 13335",2017-05-24,10476515473
541,-144.257335,31.356386,"1320 Colleen Parkways Apt. 634
Smithshire, MI 96770",2002-09-19,32832410691
542,109.619985,84.391021,"716 Yoder Station Apt. 411
South Mary, FM 19698",2023-07-26,45196382485
543,99.482048,-16.4884915,"8134 Taylor Ports
Marytown, VT 96307",2002-01-06,19734427562
544,-164.337052,29.234324,"8637 Ware Plaza Suite 417
Lake Michellestad, GA 14188",2007-01-17,40008505057
545,-91.315511,3.3168055,"16633 Davis Turnpike Suite 625
North Leslie, NC 34890",2018-04-25,20347583419
546,65.584910,-77.497667,"USCGC Aguilar
FPO AA 23063",2012-08-05,77456771923
547,-95.577499,43.0198875,"0739 Denise Forest
Lisatown, FL 58546",2006-10-10,16684497678
548,114.223833,-43.0995415,"8161 Clinton Freeway
East Kimberly, MH 21894",2004-06-25,94990551306
549,170.199036,33.406391,"5273 Martinez Island Apt. 541
New Kristin, GU 45023",2013-01-11,52225438438
550,-152.695265,-51.0335495,"Unit 4385 Box 4492
DPO AE 32609",2009-10-28,65856064617
551,41.744948,-71.9598315,"61403 Ashley Estate Apt. 591
Port Anthonyborough, IA 66493",2006-11-25,95302235984
552,142.933124,68.644190,"29138 Kerry Street Apt. 121
Port Nicolemouth, NC 31680",2001-11-05,60621885727
553,88.400479,61.762790,"USNV Haynes
FPO AE 90286",2007-11-02,93052245077
554,136.450730,-7.8812285,"9333 Sandoval Rapids
Lake Aarontown, DE 79359",1997-08-21,82432356133
555,52.115129,-29.2136125,"644 Edward Branch
New Michellechester, MI 88593",2001-02-13,19449275281
556,-17.540317,-26.6405635,"62616 Murphy Drive Suite 074
Port Heidi, MN 88036",1996-02-03,89380518841
557,-32.896182,77.1990525,"0043 Susan Squares
Port Bianca, FL 01954",2023-12-14,75172187032
558,84.017140,-32.875600,"0878 Jones Centers Apt. 494
Ralphview, OH 59052",2015-10-29,94451037981
559,130.726528,47.179361,"3559 Dalton Ford
Gonzalezshire, ID 50043",2002-03-13,64290865360
560,-107.765459,-71.890673,"393 Nash Glens
North Paul, OR 29931",2005-03-15,42875461634
561,-175.692512,57.170004,"63639 David Creek
North Daryl, FL 70540",2017-01-01,91202275427
562,-169.030436,86.327582,"3181 Crane Manor Apt. 812
Michaelton, NE 57493",2019-12-20,28393339669
563,-91.173177,2.383677,"9954 Andrea Port Apt. 556
Port Kevinmouth, IA 70233",2013-07-15,26955219030
564,172.374141,11.2441285,"47305 Clark Track Apt. 787
Teresaville, WI 33777",2017-12-02,26467282874
565,141.207107,62.3846095,"39742 Burke Neck Apt. 270
New Alexborough, OH 57757",2002-10-03,80952327102
566,-71.106611,-17.987352,"172 Burns Prairie
Port Adambury, MO 04403",1996-09-14,52449503873
567,117.778818,12.6787115,"7333 Catherine Turnpike
North Mistytown, WA 76938",2023-05-10,98837808156
568,-115.812383,-70.4457755,"9372 Hernandez Run
Reedberg, MA 09320",2002-04-13,67861798586
569,110.666159,49.259436,"258 Steven Glens Suite 864
Port Lindabury, SD 20620",2008-09-29,14525168386
570,122.524495,20.707204,"40975 Hudson Lane Suite 652
Georgemouth, NE 65644",2007-01-31,14488017395
571,-6.945473,72.3256445,"4569 Murphy Trail Suite 163
New Gabrielborough, MN 63720",2016-10-07,30709543819
572,34.478090,55.895385,"1219 Perez Ports Apt. 474
Jenniferbury, SD 45246",1994-08-10,36528277106
573,-1.073190,-16.088004,"Unit 9154 Box 8416
DPO AP 48028",2017-01-25,24078532862
574,-49.923088,42.7276675,"174 Thomas Glens Apt. 498
Kellyfort, SD 64349",1998-04-02,47299334258
575,37.437237,-15.424818,"7215 Ray Mews Apt. 097
Torreshaven, SC 04877",2000-05-21,64360919920
576,-40.966853,46.569542,"070 Nielsen Row
Lake Aaron, WA 49815",2011-04-27,43725191950
577,6.494532,-38.8328085,"1610 Kyle Overpass Suite 242
Dorisside, IA 36580",2020-05-11,65660950696
578,96.794709,84.6901535,"13949 Wheeler Rue Apt. 091
Lake Marioside, MD 19726",2000-10-13,89170658657
579,1.279448,67.1414825,"522 Melanie Shores Suite 597
Grantberg, IN 50674",2002-09-08,76199722587
580,-53.856250,43.593383,"997 Valencia Glen Suite 487
Port Victoriamouth, NY 18052",2018-12-26,11512429053
581,41.365200,4.448950,"80429 Margaret Forest
Smithberg, OR 23588",2013-03-26,62802235979
582,-160.320870,-21.488053,"881 Virginia Flats Suite 676
East Kelsey, MA 13201",1994-07-30,83195492346
583,86.403001,-42.2817805,"PSC 3219, Box 5066
APO AA 75619",2000-07-27,60206429447
584,45.692614,-7.1342685,"PSC 7365, Box 5655
APO AE 30879",2022-11-06,86224908335
585,102.951658,-58.982482,"3400 Smith Pines
North Jennifer, CO 62854",2001-02-20,15334410423
586,-100.245243,-77.1088745,"653 Jessica Underpass
Lake Catherine, SC 82346",2022-09-02,52016036890
587,-164.883719,37.7382035,"328 Meghan Extension Apt. 962
Rodriguezside, HI 79232",2007-06-26,43738737635
588,-94.282018,-85.6988235,"02916 Rachel Square
Smithton, GA 13696",2021-01-25,14488017395
589,1.541070,-71.804278,"PSC 6149, Box 3266
APO AA 88705",2014-12-18,37855232644
590,-11.457873,5.694743,"4609 Andrew Roads
Christinechester, WV 87981",2009-05-26,59502200492
591,-134.425197,2.586851,"9059 Watson Creek
East Christophershire, OR 15899",2016-11-04,95344526800
592,-30.598618,34.3165155,"USNS Watkins
FPO AA 74481",2014-04-23,78747313217
593,137.234347,-36.490012,"Unit 1122 Box 1778
DPO AA 63819",2020-02-07,42337569000
594,89.454390,-79.6681105,"8958 Bradford Manor Apt. 793
Port Heather, DC 93206",1997-06-20,79162780963
595,86.430196,52.9331315,"5117 Rose Trace
North Jessicamouth, CT 26669",2000-03-12,66934597677
596,1.108461,22.6761165,"229 Jo Mill
Newmanborough, AR 60445",1994-10-16,58881322475
597,-110.932911,64.0574745,"24214 Richard Plains Suite 779
South Zacharyfurt, IL 69155",2017-08-09,97424223066
598,105.032597,-76.169614,"4263 Thompson Cape Suite 026
West Toddfort, PW 41259",2015-11-01,89070639977
599,48.880995,-28.0155955,"53210 Glass Islands Apt. 046
Raymondhaven, MS 28157",2004-03-14,43829146463
600,71.174787,74.3020175,"USNS Anderson
FPO AE 65181",2018-06-05,52452669183
601,82.567782,64.559210,"263 James Parkway Apt. 312
North Chloe, MO 93401",2008-09-23,58410354462
602,173.468401,-52.8077395,"41505 Rodriguez Locks Suite 890
New Taylor, MD 47645",2016-07-04,76854627264
603,-36.987085,25.898715,"090 Melissa Pine Apt. 009
Carterville, WI 45922",2003-09-26,39493838567
604,-104.550539,-78.629335,"PSC 9777, Box 9087
APO AA 01257",2023-07-01,87009486416
605,6.390473,27.9436205,"5842 Heather Extensions Suite 554
Lake Meganstad, OH 04747",2002-02-14,79474252253
606,171.323611,-10.9168185,"134 Carrie Brook
West Chelsey, MT 93263",1997-05-24,20402240057
607,-153.934464,21.917105,"52243 Sarah Point Suite 482
Forbesborough, MI 82868",1995-01-18,48615734717
608,-40.447173,-61.4870155,"38472 Andrew Gardens
Jacksonfurt, MT 64575",2006-06-20,45732492387
609,-62.479517,-11.1886685,"157 Carol Mountain Suite 282
Wareshire, WA 35689",2021-10-16,55991698034
610,159.883148,12.357547,"25956 Stephanie Islands Apt. 112
Brendaborough, WV 50847",2007-04-16,69791839832
611,13.643397,45.9514915,"294 Perez Grove Suite 350
South Nicholasburgh, CA 90289",2016-02-04,91367837330
612,-4.634799,-25.496650,"0676 Robert Heights Suite 764
Shannontown, MH 72969",2006-08-12,79938298799
613,-93.278940,-37.4515735,"459 Morris Loop
Moranborough, TN 15352",2002-11-14,95936559912
614,108.527316,-46.5002325,"14901 Judith Alley
Amymouth, ME 57100",1994-11-18,98687976890
615,-15.481724,38.5590975,"952 Darrell Shores
Lake Cameron, PR 97756",1999-10-30,67592153738
616,-75.359366,61.0708235,"04225 Maynard Throughway Suite 603
West Charles, OK 30472",2003-06-05,65660950696
617,-160.424959,11.820042,"509 Ryan Plain
Brownburgh, IN 47617",2002-05-20,28795670432
618,118.320427,58.5724235,"35995 Debra Highway Apt. 451
Loganshire, ND 97488",2016-01-09,70636980807
619,-172.572161,-35.558088,"431 Perez Mountains
Lake Todd, AS 55280",2002-06-29,79549139320
620,-116.769934,28.482092,"76848 Hamilton Prairie
Claireberg, OR 59956",2008-07-21,94181433022
621,-42.248212,68.7821285,"61619 Marcus Fields
Dickersonborough, PW 40354",2009-04-26,39631038371
622,27.394224,5.383572,"50430 Paul Tunnel
Jessicamouth, IA 22219",2016-03-10,35501403055
623,89.343228,-14.5372585,"73747 Wendy Stream Apt. 752
West Joshua, ID 98874",2005-08-17,38657340639
624,32.413140,49.768196,"9132 Kelley Mission Apt. 095
Jacksonmouth, NE 28892",2002-12-06,54359947536
625,84.294010,-65.189859,"33341 Collier Springs Apt. 564
East Jillton, WV 97710",1994-12-15,92212706430
626,-138.925029,-77.282423,"54787 Berger Trace
New Melissa, FM 90530",2004-05-21,65696299656
627,41.126849,-78.2512115,"3172 David Green
Banksfurt, NC 27488",1996-08-08,52428937626
628,142.835420,-54.334001,"367 Paul Plaza
North Joseph, AZ 24620",2017-08-07,83993196393
629,-38.411201,66.0320995,"646 William Tunnel Suite 570
North Steven, KY 58592",2003-09-25,53168515781
630,-78.923810,-16.1526235,"987 Ward Station Apt. 404
New Thomas, KS 58683",2011-06-26,12037309315
631,118.077219,4.659997,"665 Linda Groves Apt. 405
Rossburgh, WV 40265",2002-07-22,28171186738
632,-161.325477,-49.7046525,"4990 Smith Mountain Apt. 697
Port Tiffanyfurt, OK 75015",2015-07-05,16530715024
633,136.978190,89.187989,"82703 Cook Burgs
Samanthamouth, MD 54678",2003-11-18,46952826393
634,-128.171573,41.461386,"4018 Pam Turnpike
West Shane, LA 94375",2003-12-04,39493838567
635,159.538297,53.7690465,"527 Howard Corner
Perrymouth, PW 89425",2017-09-15,87175697690
636,-161.354561,59.1219635,"213 Donna Forges Apt. 381
Jamesside, MI 31060",2003-07-26,92504243868
637,-56.934628,-15.2337015,"8247 Vang Harbors
Lake Katherine, LA 17460",2014-09-21,23544246635
638,95.648713,-89.346508,"4929 Madison Manors Apt. 101
Lake Tommy, AK 94808",2009-05-13,83131993867
639,117.046749,78.8577735,"34290 Eric Flats
New Craig, NE 52773",2009-03-14,95936559912
640,-26.304104,21.0136965,"39160 Adrian Drives Apt. 735
South Frank, HI 76353",1996-06-28,62669756938
641,130.602714,-73.4899295,"67761 Christian Views Suite 650
Anthonymouth, WI 89776",2007-03-27,56070048970
642,-157.508456,69.888939,"1989 Morris Lights Apt. 769
Sergioland, DE 47885",2003-01-12,61055739409
643,19.004138,59.2468205,"036 Warren Mills Suite 339
Cameronchester, WY 99720",2016-06-18,32865913841
644,89.269224,-33.6654155,"Unit 5858 Box 6787
DPO AE 31705",2004-02-29,93668074265
645,154.078362,34.935079,"6531 David Expressway
Sheilafort, MN 57073",2002-08-12,83408165449
646,-141.801318,-41.033321,"8211 William Parkway Apt. 164
Garciachester, AK 79623",2008-10-25,30635079379
647,-114.365333,15.194994,"931 Edward Island Apt. 681
Lake Wendy, TN 59678",2016-05-21,32207438487
648,89.696143,-78.2457275,"29812 Bradley Land
Port Jadeshire, PW 29097",2004-09-16,34094159773
649,-99.981143,56.5370935,"PSC 9158, Box 9990
APO AA 53847",1995-07-17,82763314834
650,-150.934696,75.7332105,"443 Cline Crest
Grayport, NH 02053",2000-07-21,40309748069
651,-42.490352,28.455277,"87223 Arnold Fort Apt. 542
West John, ID 06966",1997-03-28,63785716567
652,-48.332012,72.324289,"6593 Craig Park Suite 027
Lewisstad, FM 79398",2015-02-20,85652387525
653,-86.194608,-41.7455775,"913 Emily Drives Suite 416
Port Stephenland, VI 74400",2009-01-31,77219302389
654,-122.289396,15.5453155,"3476 Jacob Mountains
Ronaldburgh, GA 45977",1998-07-13,40901632425
655,-68.691941,0.872891,"Unit 0373 Box 5852
DPO AA 23573",2000-05-19,96221859264
656,22.215620,-5.1837825,"993 Claudia Plains
Port Ronald, MH 54797",2016-05-24,31579952903
657,-132.489978,34.734772,"7383 Aaron Park
Rebeccafort, SD 79085",2001-12-03,14326447500
658,-112.023213,-52.3864545,"834 Kim Mills
North Brian, WV 56167",2007-03-16,23930913043
659,110.823421,-42.649252,"82043 Emily Pines
Sarahfurt, PR 16427",2013-04-01,85433494821
660,-104.792438,65.574107,"9354 Angela Station Suite 275
Michaelmouth, FM 17334",2019-05-12,33547315674
661,-34.316446,44.447835,"374 Walsh Stravenue
Hansenfurt, TX 33348",2006-12-21,91404442747
662,-103.930009,59.731809,"915 Martinez Brooks
Chandlerport, ID 68099",2008-09-14,73671385397
663,-106.996849,31.6883575,"180 Emily Villages
Andersonmouth, FM 78351",2021-02-12,43738737635
664,-173.734279,-48.1400625,"315 Davis Fall
North Michaelfurt, FL 01921",2016-02-19,64616001886
665,94.825614,38.8948665,"0237 Mark Inlet
Kellymouth, CA 64204",2004-11-16,25497946889
666,-94.011258,-39.6040175,"USNV Malone
FPO AA 44804",2023-01-19,51761893372
667,119.475274,67.399449,"Unit 9617 Box 0046
DPO AE 96154",1995-02-28,76031668719
668,-133.390531,40.5063885,"PSC 5649, Box 8085
APO AA 17073",2018-01-08,89106238389
669,14.453549,-17.413939,"82940 Miller Corner Apt. 348
Susanside, FM 28376",2014-04-09,19393358064
670,11.651874,-21.9317815,"9425 Ryan Falls
Hessburgh, ID 07479",2019-03-10,68345089469
671,28.510979,37.2805915,"784 Ware Summit
New Kimberly, NE 72440",2003-02-25,46491798241
672,-106.874165,11.312708,"7272 Valdez Rest Apt. 218
North Danielshire, AS 16394",2008-11-18,80656983312
673,3.638996,-65.1319245,"6583 Richard Expressway Apt. 082
East Kathryn, TN 74548",2005-11-17,16056657184
674,-4.616289,78.689203,"4846 Zachary Hollow
Taylorshire, LA 64345",2005-10-05,33276053354
675,-51.395276,-53.398146,"8023 John Extensions Apt. 494
Dianahaven, WV 38338",1999-04-25,16530715024
676,-92.205447,-23.7559725,"19136 Baldwin Manors Apt. 076
North Kelsey, MT 03814",1995-03-24,87560663245
677,-114.870998,-75.3234585,"393 Lambert Mall
Meganhaven, CA 87244",2015-03-27,37644005788
678,-169.771579,19.613218,"0059 Williams Islands
New Sarahtown, WI 14384",2023-06-06,88258103554
679,172.889549,-55.1426925,"5632 Jennifer Walks Suite 531
Port Patriciashire, RI 68814",2009-03-10,77530118378
680,54.610919,-31.4152835,"5066 Rodriguez Garden
East Barbara, VT 36054",2002-04-08,73717634563
681,15.769869,-77.8565275,"4460 Byrd Gateway
North Johnshire, MI 83986",2006-01-01,40134784522
682,-115.360199,-1.4153205,"0156 Wanda Mount
Lake Tylerbury, LA 50964",2018-07-08,64616001886
683,-139.021328,-82.1801655,"214 Robin Mall
West Patricia, KY 97409",2013-04-07,68255811487
684,47.713556,33.698501,"86334 Michael Flats
Hintonton, WY 55657",2014-11-28,85629502075
685,-4.763725,-33.5521265,"66463 Jessica Place Suite 197
Leeview, MH 42202",2015-08-01,68345089469
686,-37.619827,-48.3947915,"51306 Stacy View Apt. 704
East Jennifermouth, FM 76142",2000-03-04,12661142863
687,-48.323950,-83.507935,"515 Gentry Plaza
Caldwellmouth, MN 51070",2012-06-23,41508727612
688,-74.416510,22.113861,"450 Crystal Motorway
South Edward, VT 77283",2015-08-11,70355239908
689,35.170085,41.538542,"4918 Simmons Green Suite 187
West Stacyburgh, IN 40207",2006-07-10,38323999039
690,-166.518641,-66.1287825,"0053 Amanda Views Apt. 159
Hartborough, WA 88584",2003-03-10,22343917835
691,-94.209913,-85.512562,"USS Miller
FPO AP 40422",2006-05-29,21006201098
692,2.199823,-25.3410705,"549 Cooper Tunnel Suite 486
West Susan, NE 35952",2011-10-28,87354414052
693,-56.216632,-71.1480685,"3827 Anderson Cliff Suite 612
Garzaburgh, TN 75156",1995-09-06,44678744386
694,-32.403024,67.9730925,"656 Anderson Dale Apt. 383
Pettymouth, GU 12946",2021-04-25,13560606171
695,-156.013879,58.672121,"PSC 4964, Box 0699
APO AE 98741",2003-04-30,61047434301
696,-177.118805,-19.2589855,"7345 Julian Cliff
South Devon, MN 66938",2022-11-23,98432525912
697,121.727657,9.9538215,"5733 Catherine Vista
Davisfort, PR 93812",1997-09-02,11826132471
698,-65.999003,-86.9441685,"68274 Macdonald Trace Apt. 153
North Jose, CO 35872",2011-10-26,58332063506
699,-74.877742,-21.3503465,"42006 Ellis Harbors
Lake Robertbury, AZ 35670",1998-01-21,91367837330
700,-70.487164,-28.136535,"94163 Davis Stravenue
Lake Tammyton, OK 65683",2017-12-15,39218287682
701,82.680067,-27.342314,"3294 Corey Stream
Mooreburgh, PW 53418",2006-11-06,52252621879
702,-87.034004,-20.1439815,"36641 Nelson Manors Apt. 314
Melindastad, MS 75592",2013-05-09,40901632425
703,-37.436629,22.1574505,"8019 Angela Wall Suite 687
Samanthamouth, ID 84626",2018-06-21,76149117694
704,129.073578,-59.7182255,"1048 Shannon Extension
South Alexanderbury, ND 59275",2013-05-07,88077354241
705,88.855605,9.5844195,"362 Jenkins Summit Suite 395
East Chad, MT 26596",2017-01-27,62465427381
706,-74.857740,-87.636354,"32884 Ashley Flat
New Joanfort, NC 94101",2017-02-11,86690390740
707,150.504125,42.3320165,"Unit 5624 Box 8344
DPO AE 69533",1995-05-07,70250474794
708,-124.972627,-5.9349075,"09553 Brooks Roads Apt. 553
Vangchester, KS 30439",2015-12-11,96600216432
709,-19.230639,-80.5877225,"95058 Perez Lock Suite 228
Lake Matthew, WY 83155",2012-10-12,45769216894
710,-110.992352,-22.215052,"5003 Perez Forge
Francoberg, AZ 83031",2009-06-22,58881322475
711,-58.529335,88.059757,"3607 Juan Square Apt. 433
Lake Susan, NY 19387",2002-04-02,70776512285
712,-130.672464,-12.420836,"USCGC Daniels
FPO AP 65405",2024-04-28,53185932849
713,132.589908,-32.9033955,"13747 Melissa Field Apt. 035
Kingmouth, PA 33805",2005-04-02,23251840700
714,-36.671818,-72.0825055,"PSC 8177, Box 0407
APO AP 57963",2001-08-23,19205674286
715,-4.847798,38.025336,"7142 David Island
Wellshaven, DE 60136",2007-07-20,26331314602
716,-84.843700,-39.335389,"Unit 1412 Box 7982
DPO AA 48670",1998-04-20,74893428152
717,0.273486,-52.1584275,"2690 Odonnell Crest Apt. 485
North Micheleshire, WV 47215",2007-06-03,63995960106
718,114.850808,22.677839,"197 Neal Rue Suite 500
Kimberlyville, MP 17859",2008-05-12,90692132812
719,-157.456994,-42.5877365,"3334 Price Drive
East Allison, GA 23542",2011-05-11,43584287656
720,-177.718433,-8.4363285,"7628 Leblanc Street Suite 936
Danielchester, PR 66242",1995-07-04,68169622147
721,-28.101088,81.166547,"USNV Smith
FPO AA 07150",1997-06-03,20347583419
722,32.389106,-84.780297,"PSC 6705, Box 1278
APO AE 02478",2008-06-21,58175201172
723,118.603405,34.7339635,"077 Jones Place
Jonesville, AL 45142",2005-08-27,33276053354
724,46.956510,-61.089429,"81906 Roger Rapids Suite 147
Lake Kristi, WA 68396",2019-04-12,26331314602
725,-164.548266,-89.127575,"479 Moore Trafficway
Mosesfort, IA 01899",2021-03-16,99138027954
726,137.400658,-7.2884205,"956 Horn Loaf Suite 745
Lake Jessicaton, HI 68887",2020-06-18,72987673191
727,51.526028,-60.9882625,"9940 Whitney Crossing Suite 793
South Dustin, MN 54541",2012-12-31,44390615923
728,115.487965,-61.836031,"72119 Melissa Avenue
East Jordanbury, MA 13373",2016-03-21,89106238389
729,-172.425990,-17.006347,"43253 Smith Center Apt. 683
Port Christopher, MH 56119",2024-03-05,68480233932
730,107.026511,-25.8781635,"704 Thomas Mews
Lake James, SC 79075",2000-01-11,65065360360
731,111.967300,82.8083815,"PSC 5805, Box 5948
APO AE 34185",2000-01-31,94216013328
732,33.123455,-75.394921,"62094 Maria Trail Apt. 480
North Stephaniestad, RI 40868",2023-07-04,77456771923
733,-90.258773,65.368584,"60141 Johnson Dale
Port Nancyshire, NC 52140",1995-05-08,94216013328
734,134.226495,86.1720645,"41886 Nunez Villages
Stewarttown, AZ 52961",2007-03-05,15408544157
735,168.950837,-87.476808,"USNS Bullock
FPO AP 83182",2009-11-23,21150295708
736,-176.669963,-72.757181,"33745 Kelly Turnpike
East Richardshire, AZ 71816",2001-09-19,64051166822
737,-68.516819,-21.871662,"76925 Tonya Mills
East Jose, MH 76461",1995-02-05,98115915794
738,160.770606,-33.5391375,"9123 Anderson Station
Hillfurt, MP 04538",2005-12-08,10741556046
739,74.969882,-86.312183,"986 Burton Drives Apt. 891
Stevenhaven, WY 09390",2024-01-29,11826132471
740,89.194231,-31.387980,"66381 Jacobs Motorway
Port Danielleberg, FM 75764",2010-04-25,82370291187
741,-114.678325,-16.3052665,"6572 Leslie Pike
Warrenton, IL 13497",1996-03-29,41156882293
742,114.688375,36.248955,"190 Eric Glen
Port Dean, NV 81257",1999-03-17,16387774807
743,141.204941,89.946134,"48289 Miller Overpass
North Rose, KS 10893",1997-01-27,18094202099
744,-24.800765,12.8762105,"87865 Lori Meadow Suite 935
Wheelerchester, OK 10133",1997-12-20,33825630404
745,166.347039,2.633012,"7172 Brenda Mills Apt. 348
New Ronald, CA 28609",2018-03-09,35028562558
746,71.786886,-56.318342,"171 Barron Mountains Suite 912
Kathyport, AK 91997",2017-03-16,69262059071
747,-119.865692,-23.7757275,"694 Underwood Corner Suite 519
Zacharyhaven, NM 80768",1998-11-16,21448347518
748,-16.280833,-42.103652,"409 Aguilar Wells
Thomasside, WY 09538",2022-11-03,45196382485
749,-154.208430,-42.1544495,"61227 Kimberly Walks
Stephanieside, AR 98061",2016-04-11,97980115580
750,66.826689,-65.892775,"208 Tucker Junctions Apt. 806
Christinamouth, AS 85053",2023-12-29,28960917097
751,-98.735147,28.032471,"07665 Joel Hollow
Heathershire, SC 85918",1997-02-27,70636980807
752,-77.718563,83.2597195,"41291 Wilcox Crest Suite 061
Brownbury, IA 55200",2010-09-28,74988448030
753,-121.635036,15.727973,"4796 Moore Expressway
Johnschester, NH 38907",1999-01-16,26914472648
754,-147.142705,-35.7472865,"USCGC Greer
FPO AP 47344",2006-04-03,16530715024
755,118.388495,52.6683855,"7578 Michael Circles
New Brucemouth, OR 43223",2009-04-30,63995960106
