aforo,nombre_seccion,grado_id,sede_id
40,SaddleBrown,9,315
33,DarkSlateBlue,8,303
40,BlanchedAlmond,9,60
32,LawnGreen,1,218
46,BurlyWood,4,105
45,DarkGoldenRod,5,18
36,SlateGray,0,36
46,PaleGreen,1,88
41,MediumOrchid,8,219
32,Yellow,7,32
37,Olive,0,301
43,Turquoise,3,238
32,RoyalBlue,7,265
48,DarkSeaGreen,3,187
42,Olive,3,368
40,LightYellow,3,167
32,LightGray,2,326
33,Ivory,5,242
36,LightBlue,7,325
38,RoyalBlue,4,370
41,AntiqueWhite,2,222
49,LightCoral,1,3
41,DarkBlue,5,195
33,DarkOrange,7,163
46,Snow,1,324
46,DarkBlue,1,51
33,DarkOliveGreen,10,90
40,DarkGreen,3,47
36,FloralWhite,0,238
49,SpringGreen,7,47
43,Teal,3,117
34,DarkKhaki,6,224
42,PapayaWhip,3,223
36,Lime,0,287
43,LimeGreen,2,63
32,Yellow,6,42
36,MediumVioletRed,10,310
37,Azure,10,279
47,Blue,0,384
46,Magenta,5,33
40,GoldenRod,1,164
45,PaleTurquoise,3,264
46,Green,3,370
36,Magenta,5,257
36,Khaki,7,185
32,DarkOliveGreen,4,121
45,DeepPink,5,360
47,LightSkyBlue,5,306
50,SlateGray,2,169
36,Snow,6,42
43,LimeGreen,6,6
32,MediumSpringGreen,7,46
36,OldLace,9,200
35,DarkGoldenRod,1,180
47,OrangeRed,9,74
42,Navy,9,186
44,CadetBlue,5,226
30,MediumTurquoise,6,364
34,Moccasin,0,317
31,DarkGoldenRod,8,398
32,MediumOrchid,6,306
49,Magenta,10,228
37,LightCyan,0,258
45,FireBrick,4,124
50,Indigo,5,314
43,DarkOliveGreen,2,108
42,LightSkyBlue,1,216
36,Salmon,5,340
42,Coral,1,35
30,Pink,6,141
49,Turquoise,10,243
34,Cornsilk,8,206
44,DarkOliveGreen,9,93
33,Beige,8,306
38,Tomato,10,51
43,Gainsboro,9,192
39,DarkCyan,9,262
30,MintCream,9,270
46,Black,9,210
30,DodgerBlue,1,261
50,Linen,1,191
48,Cornsilk,4,53
48,Gold,0,118
41,OrangeRed,8,354
49,DarkOliveGreen,6,172
32,DarkSlateGray,2,190
30,SandyBrown,5,210
38,OrangeRed,1,178
31,Magenta,6,367
31,Indigo,9,35
50,Azure,1,257
32,Sienna,9,210
34,LightYellow,5,139
36,Maroon,7,115
49,Cornsilk,4,195
38,GreenYellow,2,347
42,MintCream,8,373
44,SeaGreen,3,52
32,Teal,3,273
33,PeachPuff,5,168
35,DodgerBlue,10,33
45,HoneyDew,3,252
37,BlanchedAlmond,3,279
49,DarkOrange,0,106
46,DarkRed,4,215
40,IndianRed,6,220
42,White,10,378
36,DarkRed,8,152
34,Tan,5,365
48,Wheat,9,7
35,Crimson,3,50
42,Cornsilk,6,57
34,Khaki,8,387
41,Olive,5,215
37,LightCyan,4,288
37,OrangeRed,2,357
38,BurlyWood,10,212
30,Khaki,10,352
41,YellowGreen,4,196
46,Lime,9,286
39,DarkBlue,7,265
45,White,8,45
48,Yellow,10,115
50,OldLace,2,144
36,LightSalmon,8,189
39,MediumAquaMarine,3,209
46,DarkSalmon,6,341
47,DarkOrange,2,120
30,LightCoral,9,237
33,PaleTurquoise,9,340
42,Blue,1,310
41,Plum,7,330
31,LemonChiffon,8,71
46,BurlyWood,4,350
41,Moccasin,5,281
44,SkyBlue,0,162
43,Peru,1,359
38,SlateGray,10,350
36,LawnGreen,0,80
31,SpringGreen,9,144
36,LightSkyBlue,3,19
38,Maroon,9,0
49,PaleTurquoise,7,304
35,Salmon,3,304
34,DeepPink,4,305
42,Teal,2,108
32,LightSteelBlue,4,255
35,MediumTurquoise,7,358
42,DarkOrange,2,64
40,PapayaWhip,4,55
32,SpringGreen,5,198
43,Crimson,7,213
35,ForestGreen,1,41
30,MediumTurquoise,3,174
35,BlanchedAlmond,9,91
39,PowderBlue,8,163
46,LightBlue,8,237
35,IndianRed,5,105
35,PowderBlue,9,17
48,Moccasin,6,74
49,Wheat,1,204
49,HotPink,2,107
31,Gray,7,63
46,Peru,1,62
49,OliveDrab,1,150
41,GhostWhite,4,354
34,DarkGoldenRod,1,280
33,LightSteelBlue,5,42
30,Wheat,10,338
48,LightGoldenRodYellow,8,346
41,DarkRed,1,361
50,Yellow,9,61
45,MediumSlateBlue,7,133
43,Turquoise,3,211
32,SpringGreen,4,373
45,SaddleBrown,1,144
30,Aquamarine,5,264
45,DimGray,8,15
47,Tan,2,156
35,LemonChiffon,10,35
33,RoyalBlue,5,8
32,PaleVioletRed,5,72
39,AntiqueWhite,5,305
45,DeepPink,9,70
42,AliceBlue,6,196
42,DarkViolet,6,263
49,MediumAquaMarine,0,39
46,FloralWhite,9,134
46,Lavender,4,212
32,DarkRed,0,292
38,Snow,6,206
43,LightCyan,10,179
31,NavajoWhite,5,0
42,DodgerBlue,10,283
36,Silver,0,12
42,LightSalmon,0,165
35,Olive,8,225
31,Salmon,3,100
34,Maroon,1,195
36,DarkSalmon,1,230
36,White,4,313
31,Brown,7,53
31,Fuchsia,6,192
48,Olive,3,234
35,Green,6,353
32,DodgerBlue,1,331
48,RoyalBlue,3,43
46,HotPink,0,166
45,Aqua,4,381
47,Indigo,4,290
35,NavajoWhite,0,292
50,Green,9,137
33,BlueViolet,10,151
50,Beige,0,321
48,OliveDrab,8,54
49,MediumVioletRed,10,135
42,CornflowerBlue,1,224
50,White,5,288
33,SandyBrown,10,298
48,LightGray,10,132
42,DarkMagenta,7,81
48,Ivory,7,24
42,HotPink,2,208
32,SpringGreen,9,103
30,LavenderBlush,3,256
33,MediumSeaGreen,7,46
44,Gold,8,91
40,Plum,0,88
34,Orchid,9,69
36,IndianRed,9,160
32,DeepSkyBlue,6,337
45,PowderBlue,4,393
40,Bisque,8,3
43,SaddleBrown,6,57
31,LightGreen,2,64
47,DarkMagenta,8,330
46,Olive,10,392
37,Red,9,0
40,DarkSlateGray,1,133
43,Plum,4,229
33,Plum,7,28
36,Green,10,210
47,Coral,6,320
41,Chartreuse,0,101
46,SandyBrown,3,259
32,CornflowerBlue,2,363
35,OliveDrab,8,285
31,DarkCyan,3,283
36,FireBrick,2,167
38,OrangeRed,4,117
34,SkyBlue,10,230
50,DarkSlateBlue,5,272
48,Moccasin,9,346
48,White,0,274
43,LightCyan,8,223
50,PaleTurquoise,5,28
38,DarkKhaki,7,232
38,Teal,4,335
30,Tomato,10,334
38,Lime,1,114
49,MediumTurquoise,7,92
44,AliceBlue,8,98
38,SlateGray,5,327
43,Violet,7,278
32,PaleGreen,10,129
32,DarkSlateGray,5,332
43,SeaGreen,9,399
42,Peru,2,128
30,Orange,1,381
50,Bisque,1,73
41,PaleVioletRed,3,320
45,DarkViolet,1,377
46,DarkCyan,5,303
35,MediumVioletRed,1,212
31,Black,4,371
32,LightGoldenRodYellow,6,178
46,PowderBlue,9,296
37,OrangeRed,7,81
36,Fuchsia,2,199
40,HoneyDew,6,54
31,Tan,8,88
38,HotPink,7,92
46,SpringGreen,9,50
47,DeepPink,0,45
37,Green,9,368
50,Silver,8,274
35,Teal,2,134
47,DarkSalmon,8,65
34,FireBrick,7,50
45,Red,8,362
44,SpringGreen,2,189
41,Fuchsia,1,144
36,Sienna,10,217
35,MediumBlue,3,114
48,DarkBlue,7,93
31,DarkKhaki,10,257
40,Tan,3,253
32,LightCoral,4,269
43,Teal,7,89
35,LightSeaGreen,9,342
43,Lime,4,2
40,SaddleBrown,0,380
36,LimeGreen,9,397
34,Ivory,7,165
45,Tan,4,117
35,MidnightBlue,6,74
35,BlueViolet,1,272
43,LightSeaGreen,9,111
46,PaleGreen,9,77
30,Green,4,18
37,MediumSeaGreen,9,205
41,Crimson,8,315
49,Olive,1,103
36,DarkOliveGreen,8,42
40,Moccasin,3,382
46,LavenderBlush,10,10
39,DarkOrange,9,85
48,LavenderBlush,7,90
45,Chocolate,5,38
30,AntiqueWhite,10,389
37,MintCream,1,351
42,Snow,6,308
49,LawnGreen,9,304
32,SeaGreen,7,263
46,Wheat,1,171
37,DimGray,0,140
50,Indigo,7,92
50,Chartreuse,7,119
49,DodgerBlue,3,130
33,DarkBlue,6,147
32,Pink,5,15
48,GreenYellow,9,291
40,Lavender,2,62
32,Purple,7,220
30,SeaShell,3,132
41,LightYellow,5,151
50,DarkRed,7,44
45,Black,5,198
44,DimGray,1,101
50,Azure,3,43
32,LightSkyBlue,10,237
36,Azure,0,177
46,Chartreuse,0,343
30,DarkGreen,4,395
37,Lime,6,383
36,Azure,10,320
37,Green,0,156
50,DeepSkyBlue,6,16
31,Brown,0,240
40,DarkGoldenRod,8,390
43,Crimson,4,305
33,SpringGreen,8,224
34,SandyBrown,4,180
35,LawnGreen,7,235
46,Olive,6,33
35,Pink,2,48
39,MediumSeaGreen,2,88
31,MintCream,1,328
48,DarkKhaki,7,295
45,FloralWhite,3,368
40,PaleGoldenRod,7,108
30,SeaShell,7,51
32,RosyBrown,3,392
32,MediumVioletRed,5,22
37,LightCoral,5,331
49,DimGray,4,71
42,HoneyDew,8,140
39,ForestGreen,7,160
50,PaleTurquoise,9,156
42,GhostWhite,4,256
33,Chocolate,1,254
37,LightYellow,2,272
30,Tan,0,361
46,GreenYellow,8,201
30,PowderBlue,1,127
46,DarkTurquoise,9,272
37,LightGoldenRodYellow,1,291
41,Lavender,9,170
35,ForestGreen,1,259
30,Silver,0,30
41,RosyBrown,8,156
42,LightGreen,10,334
39,PowderBlue,7,362
35,DarkSlateBlue,8,281
40,LavenderBlush,7,76
33,MidnightBlue,2,56
42,Pink,4,267
44,Tan,5,133
42,PaleGreen,4,178
37,HotPink,1,54
49,DarkTurquoise,4,191
34,PapayaWhip,2,68
32,Gold,6,242
47,Aqua,5,124
50,Coral,9,151
30,Chartreuse,8,248
43,CornflowerBlue,3,365
39,DarkRed,6,288
46,LightSteelBlue,10,359
45,SkyBlue,4,156
43,Cornsilk,3,350
40,Chartreuse,7,161
50,BlanchedAlmond,9,277
30,Khaki,3,161
50,LightCoral,10,46
50,SandyBrown,1,6
44,LightCoral,6,335
37,LightYellow,2,123
34,DarkOrchid,0,356
50,PeachPuff,10,368
31,BlanchedAlmond,7,0
32,DarkViolet,5,347
32,DarkKhaki,10,235
49,LightCoral,9,0
42,BurlyWood,8,262
32,DarkBlue,6,28
48,SlateGray,2,112
34,LightSteelBlue,4,165
43,LimeGreen,1,62
36,Green,0,54
49,PapayaWhip,0,378
48,Violet,10,172
35,Red,8,201
35,Cyan,0,182
44,RosyBrown,5,261
48,Green,6,136
32,PaleGoldenRod,5,353
49,Azure,2,287
45,MediumOrchid,0,224
32,Cyan,5,389
42,LightSlateGray,4,161
44,MediumPurple,1,243
46,PapayaWhip,10,28
40,PeachPuff,4,370
43,DarkBlue,5,306
34,IndianRed,10,44
31,LightGreen,2,357
32,Chocolate,7,300
38,Navy,1,341
39,SlateBlue,2,50
41,Navy,1,10
46,PaleVioletRed,3,336
46,Olive,0,143
42,HotPink,5,353
35,Chocolate,1,314
32,SpringGreen,9,289
39,Wheat,4,122
33,LavenderBlush,4,177
43,DarkSalmon,4,13
37,SandyBrown,0,33
40,MintCream,9,243
35,MidnightBlue,2,386
38,LightSteelBlue,10,56
49,RoyalBlue,5,44
39,Navy,10,121
36,Orchid,2,265
41,BlanchedAlmond,9,245
47,Magenta,8,143
42,LightYellow,3,364
36,RosyBrown,0,196
42,Tan,4,138
45,MediumTurquoise,0,331
48,Olive,8,153
50,GreenYellow,8,114
47,MistyRose,2,287
30,DarkCyan,1,398
49,SteelBlue,5,391
49,Violet,1,224
43,NavajoWhite,0,315
35,MediumVioletRed,7,81
34,BlueViolet,6,392
50,MediumSlateBlue,10,2
38,MidnightBlue,1,40
33,LightCoral,2,214
34,SaddleBrown,2,301
48,DimGray,6,381
48,LimeGreen,4,121
33,LightCyan,8,110
40,ForestGreen,1,17
41,LightGoldenRodYellow,3,227
42,MediumAquaMarine,8,305
37,PeachPuff,3,102
41,DarkGoldenRod,4,151
50,Tomato,5,130
37,DarkGray,2,120
42,MediumSlateBlue,4,140
38,MintCream,5,248
38,LightSeaGreen,4,191
35,LightCyan,3,291
41,LightSeaGreen,9,327
41,Pink,7,361
40,CadetBlue,3,96
42,Aqua,3,139
46,Fuchsia,10,300
49,Crimson,2,383
33,Thistle,9,361
50,Orchid,7,17
35,DarkOrchid,3,217
34,YellowGreen,10,250
47,Tomato,10,232
48,DarkMagenta,4,389
49,Tan,10,294
41,OliveDrab,1,373
33,MediumBlue,6,186
40,CadetBlue,6,1
48,LightSkyBlue,6,93
40,MediumSlateBlue,2,158
49,Thistle,9,209
34,Fuchsia,5,11
33,LightSalmon,3,37
31,Teal,3,27
44,Ivory,6,35
45,SteelBlue,9,399
50,PaleGoldenRod,6,226
36,MediumAquaMarine,2,388
39,FloralWhite,5,395
48,MintCream,9,272
50,Purple,10,107
35,Crimson,8,358
44,Magenta,4,88
42,LightSalmon,6,15
46,PeachPuff,10,70
49,Crimson,10,231
39,SteelBlue,1,224
32,Ivory,3,109
41,HotPink,4,78
46,DeepSkyBlue,9,266
31,Crimson,9,198
38,Tomato,7,290
41,BurlyWood,6,232
46,DarkTurquoise,9,326
43,GreenYellow,1,337
49,LimeGreen,3,308
45,HotPink,1,349
39,LightSalmon,2,315
37,Aqua,4,175
48,Gray,8,132
37,OliveDrab,6,336
34,LightGray,2,336
37,Green,10,328
38,ForestGreen,5,270
46,GreenYellow,7,229
48,MediumSeaGreen,1,169
45,Silver,2,270
42,MediumVioletRed,10,388
43,SeaGreen,9,22
48,Azure,6,308
44,BlueViolet,4,47
30,DarkKhaki,0,158
38,MediumTurquoise,7,287
34,SpringGreen,7,166
49,MediumPurple,0,290
36,Gainsboro,2,378
37,GhostWhite,6,2
42,FloralWhite,6,241
43,HoneyDew,5,367
39,BurlyWood,8,147
39,Crimson,9,75
32,Crimson,6,313
36,Moccasin,2,283
44,PapayaWhip,7,230
47,Snow,3,256
46,GhostWhite,3,335
39,PaleTurquoise,7,380
33,Aquamarine,3,306
47,MediumOrchid,2,223
32,Gray,0,209
45,SlateBlue,8,142
34,LightSkyBlue,7,43
50,RoyalBlue,8,123
45,BlanchedAlmond,10,300
49,Sienna,3,187
33,Aqua,0,204
46,Blue,8,27
38,MidnightBlue,3,16
36,Lime,1,357
30,Magenta,5,234
30,SpringGreen,0,337
37,PowderBlue,6,91
30,SeaShell,1,296
32,PeachPuff,6,194
30,Maroon,9,341
48,LemonChiffon,4,295
34,MediumAquaMarine,4,242
47,Bisque,0,361
49,SaddleBrown,9,112
32,Violet,5,108
40,Gainsboro,3,199
32,Cyan,9,374
35,Tomato,7,298
45,SeaShell,4,73
46,Tomato,10,46
44,MediumTurquoise,4,268
33,DarkGray,7,115
31,PaleGoldenRod,1,45
40,LightCoral,6,28
34,LightGray,0,311
30,LightYellow,3,236
35,Silver,8,233
48,White,2,137
46,LimeGreen,5,374
43,SlateGray,9,204
42,Plum,2,140
33,MediumSlateBlue,9,104
42,BlanchedAlmond,0,271
37,LightSteelBlue,5,244
30,LightGoldenRodYellow,7,300
50,DarkOrchid,2,110
39,LightSlateGray,10,32
37,AliceBlue,1,36
38,GoldenRod,1,178
33,MediumTurquoise,4,4
45,PaleTurquoise,10,285
47,MediumVioletRed,5,86
36,DarkMagenta,10,193
34,Tomato,4,218
34,MediumBlue,2,20
43,PapayaWhip,5,128
30,White,9,242
32,ForestGreen,7,284
45,Navy,3,243
33,DarkOliveGreen,10,179
33,PaleVioletRed,7,63
43,SeaGreen,0,46
31,Peru,5,212
32,LawnGreen,5,126
49,Navy,5,26
36,DarkCyan,7,106
44,MediumOrchid,3,320
36,Plum,0,325
35,MintCream,1,347
41,SeaShell,2,146
30,Gold,8,298
36,Bisque,5,252
32,Cyan,5,268
31,AntiqueWhite,7,260
47,DarkCyan,4,363
42,Indigo,3,343
32,GreenYellow,4,203
50,SpringGreen,9,368
39,LightYellow,4,262
45,Gray,8,118
41,YellowGreen,0,291
31,LightCyan,6,345
31,Aquamarine,5,293
44,MediumPurple,7,297
33,DarkGreen,2,144
44,SteelBlue,5,186
47,DeepPink,5,266
44,PaleVioletRed,4,157
42,HoneyDew,10,274
45,PowderBlue,4,375
48,SlateBlue,10,218
49,Blue,1,274
32,RosyBrown,2,157
33,MintCream,10,334
38,PowderBlue,7,138
31,Indigo,6,265
42,Cyan,4,296
39,Beige,7,1
32,Tomato,5,133
37,LightYellow,0,23
40,HoneyDew,5,305
48,MidnightBlue,9,303
48,AntiqueWhite,10,340
34,LavenderBlush,5,345
49,MediumSlateBlue,0,304
50,PaleVioletRed,6,133
38,PowderBlue,10,370
40,MediumPurple,0,208
37,SeaGreen,3,165
46,Olive,8,367
40,YellowGreen,9,175
38,Tan,0,95
37,NavajoWhite,2,119
49,Teal,4,386
41,LightGreen,1,146
32,GreenYellow,3,65
46,GreenYellow,8,176
35,Turquoise,2,392
50,Violet,8,63
37,SlateGray,0,104
41,MediumSpringGreen,3,35
30,Peru,4,303
32,Teal,4,124
30,Fuchsia,2,193
40,Pink,9,303
46,Orange,8,67
46,DodgerBlue,9,231
32,LimeGreen,7,5
36,LimeGreen,10,247
30,GhostWhite,1,371
48,RoyalBlue,9,156
45,Linen,5,89
47,LightGoldenRodYellow,9,155
44,LawnGreen,6,206
46,Aqua,4,181
47,MintCream,3,55
47,YellowGreen,10,117
32,White,5,295
48,OliveDrab,1,12
39,SkyBlue,8,155
37,Thistle,2,98
32,PaleGreen,8,396
47,Black,2,62
48,MediumAquaMarine,2,127
35,MediumOrchid,3,135
39,Cornsilk,4,247
41,LightBlue,4,222
33,DarkSlateBlue,4,81
44,BlueViolet,7,243
49,DarkGreen,3,333
33,Black,9,12
43,Crimson,4,376
50,FireBrick,1,103
49,DarkBlue,2,145
31,GoldenRod,5,266
48,LightSalmon,1,13
34,SteelBlue,1,111
42,DarkOrange,7,359
36,LightSlateGray,10,340
41,Turquoise,6,37
43,Plum,9,100
38,LemonChiffon,3,248
32,OliveDrab,2,50
39,LightPink,2,29
46,Peru,3,231
39,DarkMagenta,0,200
47,Gray,7,53
30,Lavender,2,276
44,LavenderBlush,5,299
39,DeepPink,8,262
38,GhostWhite,8,148
40,DarkGoldenRod,4,160
42,Snow,8,203
49,Red,9,164
36,SpringGreen,5,353
31,SkyBlue,5,98
43,BurlyWood,8,290
45,IndianRed,9,56
50,FloralWhite,8,358
35,Red,9,279
46,LightBlue,8,32
40,SteelBlue,3,263
36,Purple,4,350
48,IndianRed,6,284
46,Fuchsia,0,176
33,DarkTurquoise,9,224
45,LightSeaGreen,2,338
36,LightGray,0,154
45,SpringGreen,9,248
33,Bisque,9,86
43,Cyan,5,60
43,Turquoise,2,19
48,PaleTurquoise,1,367
31,DarkBlue,9,321
49,DarkOliveGreen,2,25
48,GreenYellow,4,262
34,LightSteelBlue,6,320
46,Cyan,8,80
35,SeaShell,4,80
48,Sienna,6,378
38,Gold,1,274
36,LightPink,2,165
38,Beige,8,105
43,Khaki,7,384
50,Crimson,6,70
42,CornflowerBlue,10,179
43,YellowGreen,5,241
50,Cornsilk,1,69
38,LightSlateGray,1,328
49,Thistle,8,168
43,SlateBlue,6,323
39,NavajoWhite,8,331
39,MintCream,3,53
32,Bisque,6,124
32,MediumSeaGreen,9,383
50,Beige,2,4
33,MediumVioletRed,4,12
38,Chocolate,2,124
40,White,9,182
49,SeaShell,1,239
30,Peru,7,8
39,Plum,3,367
34,Sienna,3,310
47,DarkSalmon,7,311
32,Indigo,6,96
39,Snow,10,64
38,FireBrick,0,309
40,Tan,6,342
33,Magenta,5,350
45,Gold,2,267
50,LightGray,9,359
35,AliceBlue,0,301
43,AntiqueWhite,6,181
42,Green,7,166
47,SlateBlue,3,357
47,Purple,9,38
33,MediumSeaGreen,4,3
33,PeachPuff,9,288
43,MediumSlateBlue,1,200
41,Maroon,7,144
37,Olive,1,220
31,SteelBlue,1,347
47,Red,6,256
44,SeaShell,7,25
41,SeaShell,2,96
31,AntiqueWhite,9,306
32,DeepPink,9,38
39,Brown,9,300
42,LightSeaGreen,10,396
40,PaleGreen,7,299
43,PeachPuff,7,285
48,Tan,5,91
34,Olive,7,185
32,GreenYellow,1,271
37,BurlyWood,7,286
43,AntiqueWhite,0,43
39,SlateGray,3,362
33,Black,5,8
37,HotPink,5,196
40,LightBlue,10,310
39,OrangeRed,0,33
37,Tomato,7,376
43,DarkCyan,5,117
39,MintCream,4,356
33,Peru,3,170
36,Maroon,3,250
31,Indigo,2,17
34,Magenta,2,120
46,MintCream,0,6
39,Gainsboro,4,197
34,MediumPurple,1,201
45,GreenYellow,9,77
38,Chocolate,5,178
42,LightCoral,8,185
43,LightGoldenRodYellow,8,305
35,Gainsboro,1,90
41,Red,8,219
50,LightSteelBlue,0,281
42,PaleTurquoise,10,30
35,DarkSalmon,1,280
47,Snow,3,199
38,DodgerBlue,3,396
31,Gold,1,347
39,OldLace,1,330
43,PapayaWhip,0,111
49,YellowGreen,3,205
46,LightGray,7,340
48,Aquamarine,6,210
36,DarkTurquoise,5,258
42,FloralWhite,5,191
36,LightSlateGray,8,385
43,Yellow,10,138
50,Orchid,4,236
44,GhostWhite,4,104
48,MediumSlateBlue,5,256
35,SteelBlue,5,100
31,LightSeaGreen,6,386
30,MediumVioletRed,4,152
37,ForestGreen,10,373
33,DarkKhaki,0,354
49,LavenderBlush,8,161
48,Lime,8,311
38,SaddleBrown,3,200
39,Azure,8,160
34,LawnGreen,5,215
45,DarkSlateGray,2,230
30,LightGoldenRodYellow,2,130
36,DarkOrange,5,301
42,SlateBlue,2,265
30,FireBrick,4,3
42,Aquamarine,2,379
33,SeaGreen,7,333
50,CornflowerBlue,0,375
31,Pink,7,20
35,Yellow,9,244
43,DarkGreen,8,120
42,LawnGreen,9,253
36,LightCyan,4,278
40,LightSkyBlue,9,210
35,LemonChiffon,7,4
40,Tan,1,22
31,SpringGreen,4,370
31,LightYellow,8,191
47,LightYellow,8,243
34,Thistle,9,347
41,LightCoral,6,37
34,Snow,5,298
48,DodgerBlue,8,98
50,Cyan,8,53
36,SkyBlue,1,261
49,GreenYellow,1,70
49,LightBlue,1,386
41,MediumBlue,1,352
44,Violet,0,164
32,Cyan,2,31
47,Wheat,6,385
48,NavajoWhite,7,33
48,AntiqueWhite,5,94
39,MediumSeaGreen,0,49
44,Plum,9,95
44,AliceBlue,10,372
37,DarkCyan,9,259
44,Teal,8,45
38,LightPink,8,233
46,SandyBrown,9,366
39,PaleVioletRed,10,296
49,LavenderBlush,9,355
45,LightSkyBlue,7,370
31,SkyBlue,1,255
40,SeaGreen,9,53
30,LightSlateGray,7,10
39,HoneyDew,2,290
31,Wheat,10,52
32,MediumAquaMarine,0,301
36,Moccasin,4,373
46,CornflowerBlue,0,280
31,DeepPink,3,219
42,LightCoral,9,258
39,OliveDrab,2,248
31,Maroon,1,327
30,RosyBrown,4,307
46,Green,2,396
44,SeaGreen,10,73
30,LightYellow,1,320
40,PaleGreen,2,399
38,LavenderBlush,9,138
50,LimeGreen,8,248
43,SteelBlue,3,164
42,MediumAquaMarine,5,113
32,MediumAquaMarine,1,58
46,DarkGoldenRod,8,137
48,Tomato,6,254
32,Turquoise,0,231
36,DimGray,8,374
39,Crimson,1,307
32,DarkSeaGreen,1,136
47,LightSeaGreen,9,266
36,NavajoWhite,10,18
44,LightGreen,5,314
35,DarkRed,7,182
32,Purple,4,187
31,Olive,1,6
43,Fuchsia,10,93
36,Cornsilk,3,75
35,DarkSlateBlue,3,134
45,Black,0,34
42,LightYellow,5,181
45,BlanchedAlmond,3,219
36,MediumAquaMarine,10,379
49,DarkSeaGreen,5,230
49,Aquamarine,1,34
34,MediumSlateBlue,4,348
35,SkyBlue,0,326
33,SlateBlue,8,26
36,HoneyDew,7,285
37,RosyBrown,7,249
49,AntiqueWhite,10,217
43,Thistle,10,258
32,LightCoral,6,107
43,Violet,7,272
44,MediumPurple,2,13
31,PaleTurquoise,2,127
47,Orchid,7,211
39,OldLace,10,56
47,MediumSpringGreen,8,218
34,DarkGray,3,352
45,PaleTurquoise,4,394
39,SaddleBrown,7,119
32,DeepPink,8,3
44,LightGray,7,190
36,Yellow,2,234
37,LightYellow,5,45
43,ForestGreen,10,186
39,ForestGreen,10,14
37,CornflowerBlue,1,254
34,PeachPuff,0,337
46,BlanchedAlmond,1,311
50,DeepSkyBlue,9,62
48,Navy,1,284
46,LemonChiffon,10,288
45,YellowGreen,8,8
35,Chocolate,10,6
30,BurlyWood,10,259
46,Tan,6,55
33,Green,2,240
39,AntiqueWhite,7,74
32,CadetBlue,9,71
37,Navy,2,105
44,HoneyDew,3,220
46,Yellow,5,399
32,DarkSlateGray,5,396
48,YellowGreen,9,170
33,OrangeRed,6,378
48,Plum,1,234
35,PapayaWhip,3,8
42,PaleGoldenRod,6,15
43,Violet,1,380
37,Teal,4,268
43,Khaki,6,107
50,MediumSpringGreen,0,170
39,Tan,9,173
41,Chocolate,7,327
49,OliveDrab,1,220
40,Plum,9,84
40,DarkSlateBlue,4,346
44,GoldenRod,10,17
45,Wheat,10,343
48,SeaShell,8,178
38,IndianRed,4,190
46,HoneyDew,5,187
41,Bisque,7,288
32,LightPink,2,305
33,BlueViolet,6,386
38,LightSteelBlue,6,96
35,FireBrick,3,128
47,White,8,195
33,YellowGreen,1,262
46,MediumPurple,3,179
40,LimeGreen,2,227
44,LightYellow,2,349
49,Snow,1,109
49,LightCoral,5,117
39,DeepPink,9,325
42,BlueViolet,1,154
38,LightGoldenRodYellow,4,61
37,LightSalmon,7,209
44,DarkSlateBlue,4,294
34,MediumAquaMarine,4,227
36,Lavender,0,105
31,DarkGreen,4,393
39,Violet,1,26
38,Maroon,1,243
39,MintCream,6,99
32,DarkSlateGray,1,22
31,RosyBrown,10,349
47,LightSalmon,9,136
35,Chocolate,9,209
46,MediumSeaGreen,5,274
38,LemonChiffon,9,204
42,CadetBlue,3,38
42,Brown,3,82
38,Teal,2,129
48,MediumSeaGreen,7,229
46,DarkBlue,6,380
42,LightSkyBlue,9,56
48,DeepPink,8,371
33,OldLace,7,245
47,LightGreen,6,55
37,LightSalmon,8,397
35,SeaGreen,5,128
42,Teal,5,34
35,PeachPuff,4,306
50,PaleGoldenRod,5,320
31,Brown,6,386
41,WhiteSmoke,10,318
48,LightPink,6,164
31,Aqua,9,108
41,AliceBlue,9,333
45,GreenYellow,6,178
40,LimeGreen,2,124
33,Cornsilk,10,1
41,MediumSpringGreen,0,398
45,Pink,1,229
46,Green,5,135
33,PaleGoldenRod,1,254
50,DeepSkyBlue,1,135
33,GoldenRod,4,1
45,OrangeRed,4,225
37,Snow,10,236
37,SaddleBrown,10,130
30,WhiteSmoke,0,232
38,Black,9,316
44,DeepSkyBlue,0,339
47,Aqua,4,351
49,Thistle,10,148
36,DarkGoldenRod,5,145
48,SandyBrown,10,103
47,BurlyWood,6,45
37,Violet,0,134
33,Teal,9,329
42,AntiqueWhite,8,167
39,MediumTurquoise,8,329
46,DodgerBlue,8,329
43,DarkOliveGreen,2,185
30,Cyan,0,173
48,Red,9,224
45,MediumOrchid,5,249
36,DarkViolet,8,342
44,MediumTurquoise,2,338
31,LightSeaGreen,5,363
36,Turquoise,10,80
40,HoneyDew,1,126
39,Snow,4,4
31,PaleTurquoise,7,45
40,MediumTurquoise,5,277
39,DarkOrchid,7,174
31,MediumSeaGreen,5,129
49,CadetBlue,5,139
47,LightCoral,3,179
38,DarkRed,9,217
37,LightPink,9,382
41,Tomato,9,301
44,RoyalBlue,3,378
49,NavajoWhite,2,398
30,Thistle,8,253
39,DarkOrange,1,84
30,Khaki,8,394
48,MediumSeaGreen,1,350
50,Violet,2,398
35,Magenta,7,133
43,MistyRose,7,54
43,LightGoldenRodYellow,2,177
34,Brown,1,90
